VGS_V,reading_01_A,reading_02_A,reading_03_A,reading_04_A,reading_05_A,reading_06_A,reading_07_A,reading_08_A,reading_09_A,reading_10_A,reading_11_A,reading_12_A,reading_13_A,reading_14_A,reading_15_A,reading_16_A,reading_17_A,reading_18_A,reading_19_A,reading_20_A,reading_21_A,reading_22_A,reading_23_A,reading_24_A,reading_25_A
1.24,1.953125e-05,1.46484375e-05,1.46484375e-05,1.953125e-05,1.46484375e-05,9.765625e-06,1.953125e-05,9.765625e-06,1.46484375e-05,1.46484375e-05,1.953125e-05,1.46484375e-05,1.953125e-05,1.953125e-05,1.953125e-05,9.765625e-06,1.46484375e-05,9.765625e-06,1.46484375e-05,9.765625e-06,1.46484375e-05,1.46484375e-05,1.953125e-05,1.46484375e-05,9.765625e-06
1.26,1.46484375e-05,1.46484375e-05,1.953125e-05,1.46484375e-05,1.953125e-05,1.953125e-05,1.46484375e-05,1.953125e-05,2.44140625e-05,1.46484375e-05,1.953125e-05,1.953125e-05,1.953125e-05,1.953125e-05,2.44140625e-05,1.46484375e-05,1.46484375e-05,9.765625e-06,1.46484375e-05,1.46484375e-05,1.953125e-05,1.953125e-05,1.953125e-05,2.44140625e-05,2.44140625e-05
1.28,1.953125e-05,2.44140625e-05,2.44140625e-05,1.953125e-05,1.953125e-05,2.9296875e-05,2.44140625e-05,1.46484375e-05,2.44140625e-05,1.953125e-05,1.953125e-05,2.44140625e-05,1.953125e-05,2.44140625e-05,1.953125e-05,2.9296875e-05,2.44140625e-05,1.953125e-05,1.953125e-05,1.46484375e-05,1.46484375e-05,2.9296875e-05,1.953125e-05,2.9296875e-05,2.44140625e-05
1.3,2.44140625e-05,2.9296875e-05,2.44140625e-05,2.44140625e-05,2.44140625e-05,2.9296875e-05,2.44140625e-05,3.41796875e-05,2.44140625e-05,2.44140625e-05,3.41796875e-05,2.44140625e-05,2.44140625e-05,2.9296875e-05,2.44140625e-05,2.9296875e-05,3.41796875e-05,2.9296875e-05,2.44140625e-05,1.953125e-05,1.953125e-05,2.44140625e-05,2.9296875e-05,2.44140625e-05,3.90625e-05
1.32,3.41796875e-05,2.9296875e-05,2.9296875e-05,3.90625e-05,3.41796875e-05,2.9296875e-05,3.41796875e-05,3.41796875e-05,2.44140625e-05,2.9296875e-05,2.44140625e-05,3.41796875e-05,3.41796875e-05,2.9296875e-05,3.41796875e-05,2.9296875e-05,2.44140625e-05,2.9296875e-05,3.90625e-05,2.9296875e-05,3.41796875e-05,1.953125e-05,3.41796875e-05,3.41796875e-05,3.90625e-05
1.34,3.41796875e-05,3.90625e-05,3.41796875e-05,3.90625e-05,3.90625e-05,2.9296875e-05,2.9296875e-05,3.41796875e-05,2.9296875e-05,3.90625e-05,3.41796875e-05,2.9296875e-05,3.41796875e-05,3.90625e-05,2.9296875e-05,3.41796875e-05,3.90625e-05,3.41796875e-05,3.90625e-05,2.9296875e-05,3.41796875e-05,2.9296875e-05,3.41796875e-05,3.41796875e-05,2.9296875e-05
1.36,3.90625e-05,4.8828125e-05,4.39453125e-05,3.90625e-05,4.39453125e-05,3.90625e-05,4.8828125e-05,4.39453125e-05,3.90625e-05,3.90625e-05,4.39453125e-05,3.90625e-05,3.90625e-05,3.90625e-05,4.39453125e-05,4.8828125e-05,4.39453125e-05,3.90625e-05,3.90625e-05,4.8828125e-05,4.39453125e-05,4.39453125e-05,3.41796875e-05,4.39453125e-05,3.90625e-05
1.38,5.37109375e-05,4.8828125e-05,4.39453125e-05,4.8828125e-05,5.37109375e-05,4.39453125e-05,4.8828125e-05,4.8828125e-05,4.39453125e-05,5.37109375e-05,4.8828125e-05,4.39453125e-05,4.8828125e-05,4.8828125e-05,3.90625e-05,4.39453125e-05,5.37109375e-05,4.8828125e-05,4.8828125e-05,4.8828125e-05,4.8828125e-05,4.8828125e-05,4.39453125e-05,5.859375e-05,5.37109375e-05
1.4,5.859375e-05,5.37109375e-05,5.37109375e-05,4.8828125e-05,5.37109375e-05,5.859375e-05,5.37109375e-05,5.37109375e-05,5.37109375e-05,6.8359375e-05,5.859375e-05,5.37109375e-05,5.37109375e-05,5.859375e-05,5.859375e-05,5.37109375e-05,6.34765625e-05,5.859375e-05,6.34765625e-05,5.859375e-05,4.8828125e-05,5.859375e-05,5.859375e-05,5.859375e-05,5.859375e-05
1.42,5.859375e-05,6.8359375e-05,6.34765625e-05,7.32421875e-05,6.8359375e-05,6.34765625e-05,6.8359375e-05,6.8359375e-05,6.34765625e-05,6.8359375e-05,7.32421875e-05,6.34765625e-05,6.34765625e-05,6.34765625e-05,6.34765625e-05,5.859375e-05,6.8359375e-05,6.8359375e-05,6.8359375e-05,5.859375e-05,5.859375e-05,7.32421875e-05,6.34765625e-05,6.34765625e-05,6.8359375e-05
1.44,7.8125e-05,6.8359375e-05,7.32421875e-05,7.8125e-05,7.8125e-05,7.32421875e-05,7.32421875e-05,7.8125e-05,7.8125e-05,8.30078125e-05,7.32421875e-05,8.30078125e-05,8.30078125e-05,8.30078125e-05,7.32421875e-05,7.8125e-05,7.8125e-05,7.8125e-05,7.8125e-05,7.32421875e-05,7.32421875e-05,6.8359375e-05,7.32421875e-05,7.8125e-05,7.8125e-05
1.46,9.27734375e-05,9.27734375e-05,8.7890625e-05,8.30078125e-05,8.30078125e-05,8.30078125e-05,8.7890625e-05,8.7890625e-05,8.30078125e-05,8.7890625e-05,9.27734375e-05,8.7890625e-05,8.30078125e-05,8.30078125e-05,9.27734375e-05,8.7890625e-05,8.30078125e-05,8.7890625e-05,9.27734375e-05,8.7890625e-05,8.7890625e-05,8.30078125e-05,9.27734375e-05,8.30078125e-05,8.30078125e-05
1.48,9.765625e-05,0.000107421875,9.765625e-05,9.765625e-05,9.765625e-05,9.765625e-05,0.000107421875,0.0001025390625,0.0001025390625,0.0001025390625,9.765625e-05,9.765625e-05,9.27734375e-05,9.765625e-05,9.765625e-05,0.0001025390625,0.0001025390625,0.000107421875,0.0001025390625,0.0001025390625,9.765625e-05,0.0001025390625,9.765625e-05,9.27734375e-05,0.000107421875
1.5,0.0001123046875,0.000107421875,0.000107421875,0.0001123046875,0.0001220703125,0.0001171875,0.0001171875,0.0001171875,0.0001171875,0.0001123046875,0.0001123046875,0.0001123046875,0.0001123046875,0.000107421875,0.000107421875,0.000107421875,0.000107421875,0.0001025390625,0.0001123046875,0.0001171875,0.000107421875,0.0001123046875,0.0001123046875,0.000107421875,0.000107421875
1.52,0.0001318359375,0.000126953125,0.0001171875,0.000126953125,0.0001171875,0.000126953125,0.000126953125,0.0001220703125,0.0001220703125,0.0001220703125,0.0001171875,0.000126953125,0.000126953125,0.000126953125,0.0001171875,0.000126953125,0.0001220703125,0.000126953125,0.0001220703125,0.000126953125,0.0001220703125,0.0001220703125,0.0001220703125,0.000126953125,0.0001220703125
1.54,0.0001318359375,0.00013671875,0.0001416015625,0.00013671875,0.0001416015625,0.0001416015625,0.00013671875,0.000146484375,0.0001318359375,0.000146484375,0.00013671875,0.00013671875,0.0001318359375,0.00013671875,0.0001416015625,0.00013671875,0.0001416015625,0.0001416015625,0.0001416015625,0.00013671875,0.00013671875,0.0001416015625,0.0001416015625,0.0001416015625,0.000146484375
1.56,0.0001513671875,0.0001513671875,0.0001513671875,0.00015625,0.0001513671875,0.0001513671875,0.0001513671875,0.000166015625,0.000146484375,0.0001513671875,0.0001513671875,0.0001513671875,0.000146484375,0.000146484375,0.0001513671875,0.00015625,0.0001513671875,0.0001513671875,0.00015625,0.0001611328125,0.00015625,0.0001513671875,0.00015625,0.0001513671875,0.000146484375
1.58,0.000166015625,0.000166015625,0.000166015625,0.000166015625,0.000166015625,0.000166015625,0.00017578125,0.000166015625,0.0001708984375,0.0001611328125,0.0001708984375,0.000166015625,0.0001708984375,0.0001611328125,0.0001708984375,0.0001708984375,0.000166015625,0.00017578125,0.000166015625,0.0001611328125,0.000166015625,0.00017578125,0.000166015625,0.00017578125,0.0001708984375
1.6,0.000185546875,0.000185546875,0.000185546875,0.000185546875,0.0001904296875,0.0001904296875,0.0001904296875,0.000185546875,0.0001904296875,0.000185546875,0.0001806640625,0.0001904296875,0.000185546875,0.0001806640625,0.0001904296875,0.0001806640625,0.000185546875,0.000185546875,0.0001806640625,0.000185546875,0.0001904296875,0.0001953125,0.0001904296875,0.000185546875,0.0001806640625
1.62,0.0002001953125,0.000205078125,0.0001953125,0.0002001953125,0.0002001953125,0.0001953125,0.000205078125,0.000205078125,0.0002099609375,0.000205078125,0.000205078125,0.000205078125,0.00021484375,0.0002001953125,0.0002099609375,0.0002001953125,0.0002099609375,0.000205078125,0.000205078125,0.0002001953125,0.0002099609375,0.000205078125,0.000205078125,0.000205078125,0.000205078125
1.64,0.00021484375,0.00021484375,0.0002197265625,0.0002197265625,0.0002197265625,0.000224609375,0.0002197265625,0.0002197265625,0.000224609375,0.0002197265625,0.0002197265625,0.000224609375,0.00021484375,0.00021484375,0.00021484375,0.0002197265625,0.000224609375,0.0002197265625,0.00021484375,0.000224609375,0.0002197265625,0.0002294921875,0.00021484375,0.0002294921875,0.000234375
1.66,0.0002392578125,0.0002392578125,0.000234375,0.0002392578125,0.0002392578125,0.0002392578125,0.0002392578125,0.0002490234375,0.0002392578125,0.000244140625,0.0002392578125,0.0002392578125,0.0002392578125,0.0002392578125,0.000234375,0.0002294921875,0.0002490234375,0.0002392578125,0.000234375,0.0002392578125,0.0002392578125,0.0002392578125,0.0002392578125,0.0002392578125,0.0002392578125
1.68,0.000263671875,0.0002587890625,0.0002685546875,0.0002685546875,0.000263671875,0.0002587890625,0.000263671875,0.000263671875,0.0002587890625,0.0002587890625,0.000263671875,0.0002587890625,0.000263671875,0.000263671875,0.0002587890625,0.0002587890625,0.0002587890625,0.0002587890625,0.0002587890625,0.0002587890625,0.0002587890625,0.00025390625,0.000263671875,0.000263671875,0.000263671875
1.7,0.000283203125,0.000283203125,0.0002880859375,0.0002783203125,0.0002783203125,0.0002880859375,0.000283203125,0.000283203125,0.0002783203125,0.0002783203125,0.0002783203125,0.0002734375,0.0002880859375,0.0002783203125,0.0002880859375,0.000283203125,0.000283203125,0.0002880859375,0.0002783203125,0.0002880859375,0.0002880859375,0.000283203125,0.0002783203125,0.0002880859375,0.0002880859375
1.72,0.0003076171875,0.0003076171875,0.0003076171875,0.0002978515625,0.000302734375,0.0002978515625,0.000302734375,0.000302734375,0.000302734375,0.000302734375,0.0003125,0.000302734375,0.000302734375,0.0003076171875,0.000302734375,0.0002978515625,0.000302734375,0.000302734375,0.0003076171875,0.0002978515625,0.0003076171875,0.0003076171875,0.000302734375,0.0003076171875,0.0002978515625
1.74,0.0003271484375,0.0003271484375,0.0003271484375,0.0003271484375,0.0003271484375,0.000322265625,0.000322265625,0.000322265625,0.0003271484375,0.00033203125,0.000322265625,0.00033203125,0.000322265625,0.0003271484375,0.000322265625,0.0003271484375,0.0003271484375,0.00033203125,0.000322265625,0.0003271484375,0.000322265625,0.0003271484375,0.000322265625,0.0003271484375,0.000322265625
1.76,0.0003466796875,0.000341796875,0.0003466796875,0.0003515625,0.0003564453125,0.0003515625,0.0003515625,0.0003515625,0.0003515625,0.0003515625,0.0003515625,0.0003466796875,0.0003564453125,0.0003466796875,0.0003515625,0.000341796875,0.0003564453125,0.0003466796875,0.0003466796875,0.0003466796875,0.0003564453125,0.0003466796875,0.0003515625,0.0003515625,0.000341796875
1.78,0.0003662109375,0.0003759765625,0.00037109375,0.0003759765625,0.0003759765625,0.00037109375,0.0003759765625,0.0003759765625,0.00037109375,0.00037109375,0.00037109375,0.00037109375,0.0003759765625,0.0003759765625,0.0003759765625,0.00037109375,0.000380859375,0.00037109375,0.0003759765625,0.00037109375,0.0003759765625,0.0003759765625,0.0003759765625,0.0003759765625,0.0003759765625
1.8,0.0004052734375,0.000400390625,0.000400390625,0.0003955078125,0.000400390625,0.000390625,0.000390625,0.0003955078125,0.0004052734375,0.000400390625,0.000400390625,0.000400390625,0.0004052734375,0.0004052734375,0.000400390625,0.0003955078125,0.0003955078125,0.000400390625,0.000400390625,0.0003955078125,0.0003955078125,0.000400390625,0.0003955078125,0.000400390625,0.000400390625
1.82,0.0004150390625,0.0004248046875,0.0004248046875,0.0004296875,0.0004248046875,0.000419921875,0.0004296875,0.0004296875,0.0004248046875,0.000419921875,0.0004248046875,0.0004248046875,0.0004248046875,0.0004296875,0.0004248046875,0.000419921875,0.0004248046875,0.0004296875,0.000419921875,0.0004296875,0.0004296875,0.0004296875,0.0004150390625,0.0004296875,0.0004248046875
1.84,0.0004541015625,0.0004541015625,0.0004541015625,0.0004443359375,0.000458984375,0.0004541015625,0.0004443359375,0.0004541015625,0.00044921875,0.0004541015625,0.00044921875,0.0004541015625,0.00044921875,0.00044921875,0.0004443359375,0.0004541015625,0.00044921875,0.0004541015625,0.0004541015625,0.0004541015625,0.00044921875,0.000458984375,0.0004541015625,0.00044921875,0.00044921875
1.86,0.0004736328125,0.0004833984375,0.0004833984375,0.000478515625,0.00048828125,0.000478515625,0.0004833984375,0.000478515625,0.0004833984375,0.0004833984375,0.000478515625,0.000478515625,0.0004736328125,0.000478515625,0.0004736328125,0.00048828125,0.000478515625,0.000478515625,0.0004833984375,0.0004736328125,0.000478515625,0.000478515625,0.0004833984375,0.0004833984375,0.000478515625
1.88,0.0005078125,0.0005078125,0.0005078125,0.000498046875,0.0005126953125,0.0005126953125,0.0005078125,0.0005078125,0.0005078125,0.0005126953125,0.000517578125,0.0005078125,0.0005126953125,0.000517578125,0.0005029296875,0.0005078125,0.0005126953125,0.000517578125,0.0005126953125,0.0005078125,0.0005126953125,0.0005078125,0.0005078125,0.0005078125,0.0005078125
1.9,0.000537109375,0.000537109375,0.0005322265625,0.000537109375,0.000546875,0.0005322265625,0.0005322265625,0.000546875,0.0005322265625,0.0005419921875,0.0005419921875,0.000537109375,0.000537109375,0.000537109375,0.000537109375,0.0005419921875,0.0005419921875,0.000537109375,0.0005322265625,0.0005322265625,0.0005322265625,0.0005419921875,0.0005419921875,0.0005419921875,0.000537109375
1.92,0.0005712890625,0.00056640625,0.00056640625,0.00056640625,0.00056640625,0.000576171875,0.00056640625,0.000576171875,0.00056640625,0.0005615234375,0.0005810546875,0.0005712890625,0.00056640625,0.00056640625,0.00056640625,0.0005712890625,0.00056640625,0.0005615234375,0.0005615234375,0.000576171875,0.0005615234375,0.00056640625,0.0005712890625,0.00056640625,0.000576171875
1.94,0.00060546875,0.00060546875,0.000595703125,0.000595703125,0.0006005859375,0.00060546875,0.0006005859375,0.0006005859375,0.0005908203125,0.000595703125,0.000595703125,0.00060546875,0.000595703125,0.000595703125,0.000595703125,0.000595703125,0.0005908203125,0.000595703125,0.00060546875,0.0006005859375,0.00060546875,0.0006005859375,0.000595703125,0.00060546875,0.0006005859375
1.96,0.000625,0.0006298828125,0.0006298828125,0.0006396484375,0.000634765625,0.0006396484375,0.0006396484375,0.000634765625,0.0006298828125,0.000625,0.0006396484375,0.000634765625,0.000634765625,0.0006396484375,0.000625,0.0006298828125,0.000634765625,0.000634765625,0.000634765625,0.0006298828125,0.0006298828125,0.0006298828125,0.0006298828125,0.000634765625,0.0006298828125
1.98,0.0006640625,0.000673828125,0.0006640625,0.000654296875,0.0006689453125,0.0006591796875,0.0006689453125,0.0006640625,0.0006640625,0.0006591796875,0.0006689453125,0.0006640625,0.0006591796875,0.0006591796875,0.0006640625,0.0006640625,0.0006689453125,0.0006591796875,0.0006591796875,0.0006591796875,0.0006640625,0.0006640625,0.0006689453125,0.0006640625,0.0006689453125
2,0.000703125,0.0006982421875,0.000703125,0.0006982421875,0.000703125,0.0006982421875,0.0006982421875,0.0006982421875,0.0006982421875,0.000703125,0.000703125,0.0006982421875,0.000703125,0.0006982421875,0.0006982421875,0.0006982421875,0.000703125,0.0006982421875,0.0007080078125,0.0007080078125,0.0006982421875,0.0006982421875,0.0006982421875,0.000703125,0.000703125
2.02,0.0007275390625,0.000732421875,0.0007373046875,0.0007373046875,0.000732421875,0.0007373046875,0.000732421875,0.0007373046875,0.0007373046875,0.000732421875,0.0007275390625,0.0007275390625,0.0007373046875,0.0007373046875,0.0007373046875,0.000732421875,0.0007275390625,0.000732421875,0.0007275390625,0.000732421875,0.0007373046875,0.0007421875,0.000732421875,0.0007373046875,0.000732421875
2.04,0.0007666015625,0.000771484375,0.00076171875,0.0007666015625,0.0007763671875,0.000771484375,0.000771484375,0.0007666015625,0.0007763671875,0.0007666015625,0.00076171875,0.0007763671875,0.0007666015625,0.000771484375,0.0007666015625,0.0007666015625,0.000771484375,0.000771484375,0.00076171875,0.000771484375,0.0007666015625,0.0007666015625,0.0007666015625,0.0007666015625,0.000771484375
2.06,0.00080078125,0.0008056640625,0.0007958984375,0.000810546875,0.0008056640625,0.0008056640625,0.00080078125,0.0008056640625,0.0008056640625,0.00080078125,0.0008056640625,0.0008056640625,0.000810546875,0.0008056640625,0.0008056640625,0.000810546875,0.00080078125,0.0008056640625,0.0008056640625,0.000810546875,0.0008056640625,0.00080078125,0.00080078125,0.0007958984375,0.00080078125
2.08,0.0008447265625,0.000849609375,0.0008349609375,0.0008447265625,0.0008447265625,0.00083984375,0.00083984375,0.00083984375,0.00083984375,0.00083984375,0.0008447265625,0.0008447265625,0.000849609375,0.00083984375,0.0008349609375,0.000849609375,0.00083984375,0.000849609375,0.0008447265625,0.00083984375,0.00083984375,0.0008447265625,0.00083984375,0.00083984375,0.0008447265625
2.1,0.00087890625,0.00087890625,0.000888671875,0.0008837890625,0.0008837890625,0.0008837890625,0.0008837890625,0.0008837890625,0.0008740234375,0.0008740234375,0.0008837890625,0.00087890625,0.00087890625,0.0008837890625,0.0008837890625,0.00087890625,0.0008837890625,0.0008837890625,0.000888671875,0.00087890625,0.00087890625,0.0008837890625,0.00087890625,0.0008837890625,0.000888671875
2.12,0.00091796875,0.0009228515625,0.00091796875,0.00091796875,0.00091796875,0.0009228515625,0.0009228515625,0.00091796875,0.00091796875,0.0009130859375,0.0009228515625,0.0009130859375,0.0009228515625,0.00091796875,0.0009130859375,0.00091796875,0.00091796875,0.00091796875,0.0009228515625,0.0009130859375,0.0009228515625,0.00091796875,0.0009228515625,0.00091796875,0.00091796875
2.14,0.00095703125,0.00095703125,0.0009619140625,0.00095703125,0.00095703125,0.000966796875,0.00095703125,0.00095703125,0.00095703125,0.000966796875,0.00095703125,0.0009619140625,0.000966796875,0.0009619140625,0.0009521484375,0.0009521484375,0.00095703125,0.0009619140625,0.00095703125,0.000966796875,0.00095703125,0.00095703125,0.0009619140625,0.0009716796875,0.0009619140625
2.16,0.00099609375,0.00099609375,0.001005859375,0.0010009765625,0.00099609375,0.00099609375,0.00099609375,0.00099609375,0.00099609375,0.00099609375,0.001005859375,0.0010009765625,0.0009912109375,0.00099609375,0.0010009765625,0.001005859375,0.00099609375,0.00099609375,0.001005859375,0.0010009765625,0.0010009765625,0.00099609375,0.00099609375,0.0010009765625,0.0010009765625
2.18,0.001044921875,0.00103515625,0.001044921875,0.00103515625,0.001044921875,0.001044921875,0.00103515625,0.0010400390625,0.0010400390625,0.0010400390625,0.00103515625,0.001044921875,0.00103515625,0.0010400390625,0.0010400390625,0.001044921875,0.00103515625,0.001044921875,0.0010400390625,0.0010400390625,0.001044921875,0.0010400390625,0.0010400390625,0.001044921875,0.001044921875
2.2,0.0010791015625,0.001083984375,0.001083984375,0.0010888671875,0.001083984375,0.001083984375,0.001083984375,0.0010791015625,0.0010791015625,0.0010693359375,0.001083984375,0.001083984375,0.0010888671875,0.001083984375,0.0010791015625,0.0010888671875,0.001083984375,0.0010888671875,0.001083984375,0.001083984375,0.0010791015625,0.001083984375,0.001083984375,0.0010791015625,0.0010888671875
2.22,0.001123046875,0.001123046875,0.0011328125,0.0011279296875,0.001123046875,0.0011279296875,0.0011279296875,0.001123046875,0.0011279296875,0.001123046875,0.0011328125,0.001123046875,0.001123046875,0.0011279296875,0.001123046875,0.001123046875,0.0011279296875,0.0011328125,0.0011328125,0.0011181640625,0.001123046875,0.001123046875,0.0011279296875,0.0011279296875,0.0011328125
2.24,0.0011669921875,0.001171875,0.0011767578125,0.0011669921875,0.0011669921875,0.0011669921875,0.001171875,0.0011767578125,0.0011669921875,0.0011669921875,0.001171875,0.001162109375,0.001171875,0.001171875,0.0011669921875,0.001171875,0.001171875,0.001171875,0.0011669921875,0.0011767578125,0.0011669921875,0.001171875,0.0011669921875,0.001171875,0.001162109375
2.26,0.0012109375,0.0012158203125,0.001220703125,0.0012158203125,0.0012109375,0.0012060546875,0.0012158203125,0.0012158203125,0.0012158203125,0.0012158203125,0.0012109375,0.0012158203125,0.0012109375,0.0012158203125,0.0012109375,0.0012158203125,0.0012109375,0.0012158203125,0.0012109375,0.0012109375,0.0012158203125,0.001220703125,0.0012109375,0.0012158203125,0.0012109375
2.28,0.0012548828125,0.001259765625,0.0012646484375,0.0012646484375,0.001259765625,0.001259765625,0.001259765625,0.0012646484375,0.0012548828125,0.00126953125,0.0012646484375,0.001259765625,0.0012646484375,0.0012646484375,0.0012646484375,0.001259765625,0.001259765625,0.0012646484375,0.0012646484375,0.0012646484375,0.001259765625,0.0012548828125,0.0012646484375,0.0012646484375,0.0012548828125
2.3,0.0013037109375,0.00130859375,0.00130859375,0.00130859375,0.00130859375,0.0013134765625,0.0013134765625,0.00130859375,0.00130859375,0.0013134765625,0.00130859375,0.00130859375,0.00130859375,0.00130859375,0.0013037109375,0.001298828125,0.00130859375,0.00130859375,0.0013134765625,0.0013134765625,0.00130859375,0.0013134765625,0.00130859375,0.0013134765625,0.00130859375
2.32,0.0013525390625,0.001357421875,0.001357421875,0.001357421875,0.00134765625,0.0013525390625,0.001357421875,0.0013525390625,0.001357421875,0.001357421875,0.0013525390625,0.0013623046875,0.001357421875,0.001357421875,0.001357421875,0.00134765625,0.0013525390625,0.001357421875,0.0013525390625,0.001357421875,0.001357421875,0.001357421875,0.0013525390625,0.001357421875,0.0013525390625
2.34,0.00140625,0.0014111328125,0.0014111328125,0.00140625,0.0014013671875,0.0014013671875,0.00140625,0.00140625,0.0014013671875,0.00140625,0.0014111328125,0.00140625,0.0014111328125,0.0014013671875,0.0014013671875,0.0014111328125,0.00140625,0.0014013671875,0.0014013671875,0.00140625,0.0014013671875,0.00140625,0.00140625,0.0014111328125,0.001396484375
2.36,0.001455078125,0.0014501953125,0.0014453125,0.00146484375,0.0014501953125,0.001455078125,0.0014501953125,0.0014599609375,0.001455078125,0.0014453125,0.001455078125,0.001455078125,0.001455078125,0.001455078125,0.0014599609375,0.001455078125,0.0014599609375,0.001455078125,0.001455078125,0.0014501953125,0.0014501953125,0.001455078125,0.0014599609375,0.0014501953125,0.0014501953125
2.38,0.00150390625,0.00150390625,0.00150390625,0.00150390625,0.00150390625,0.00150390625,0.0014990234375,0.00150390625,0.001494140625,0.0014990234375,0.00150390625,0.00150390625,0.001494140625,0.0015087890625,0.00150390625,0.0014990234375,0.001494140625,0.0015087890625,0.00150390625,0.0014990234375,0.00150390625,0.00150390625,0.00150390625,0.0014990234375,0.00150390625
2.4,0.001552734375,0.0015625,0.001552734375,0.0015576171875,0.001552734375,0.0015576171875,0.001552734375,0.001552734375,0.001552734375,0.0015576171875,0.001552734375,0.001552734375,0.0015576171875,0.001552734375,0.0015576171875,0.0015576171875,0.0015576171875,0.0015478515625,0.0015576171875,0.0015576171875,0.0015478515625,0.0015576171875,0.0015576171875,0.0015576171875,0.0015625
2.42,0.0016064453125,0.0016015625,0.0016015625,0.0016015625,0.0016015625,0.0016015625,0.001611328125,0.0016064453125,0.0016064453125,0.001611328125,0.0016015625,0.0016015625,0.0016064453125,0.0016015625,0.0015966796875,0.001611328125,0.001611328125,0.0016064453125,0.0016064453125,0.001611328125,0.0015966796875,0.0016015625,0.001611328125,0.001611328125,0.001611328125
2.44,0.00166015625,0.0016552734375,0.0016552734375,0.001650390625,0.0016552734375,0.00166015625,0.001650390625,0.00166015625,0.0016552734375,0.0016650390625,0.0016650390625,0.0016552734375,0.0016552734375,0.0016552734375,0.00166015625,0.001650390625,0.00166015625,0.0016650390625,0.0016650390625,0.0016552734375,0.00166015625,0.0016650390625,0.0016552734375,0.00166015625,0.0016552734375
2.46,0.0017138671875,0.0017138671875,0.0017138671875,0.001708984375,0.001708984375,0.001708984375,0.0017138671875,0.001708984375,0.00171875,0.00171875,0.001708984375,0.0017138671875,0.0017041015625,0.001708984375,0.001708984375,0.0017138671875,0.001708984375,0.0017041015625,0.0017138671875,0.001708984375,0.001708984375,0.0017041015625,0.001708984375,0.00171875,0.0017138671875
2.48,0.0017626953125,0.0017626953125,0.0017724609375,0.0017626953125,0.0017724609375,0.001767578125,0.001767578125,0.0017626953125,0.0017724609375,0.001767578125,0.001767578125,0.0017626953125,0.001767578125,0.0017626953125,0.0017626953125,0.0017626953125,0.001767578125,0.0017578125,0.001767578125,0.0017724609375,0.0017626953125,0.0017724609375,0.0017724609375,0.0017578125,0.001767578125
2.5,0.00181640625,0.0018212890625,0.001826171875,0.0018212890625,0.0018212890625,0.0018212890625,0.00181640625,0.001826171875,0.001826171875,0.001826171875,0.001826171875,0.001826171875,0.00181640625,0.00181640625,0.00181640625,0.0018212890625,0.0018212890625,0.00181640625,0.0018212890625,0.00181640625,0.0018212890625,0.001826171875,0.0018212890625,0.00181640625,0.00181640625
2.52,0.001875,0.0018701171875,0.001875,0.001875,0.0018798828125,0.0018798828125,0.0018798828125,0.001875,0.001875,0.0018798828125,0.0018798828125,0.001875,0.0018798828125,0.001875,0.0018798828125,0.001884765625,0.0018798828125,0.001875,0.0018701171875,0.001875,0.001875,0.001875,0.0018701171875,0.001875,0.001884765625
2.54,0.00193359375,0.0019287109375,0.0019384765625,0.00193359375,0.00193359375,0.001943359375,0.0019482421875,0.0019384765625,0.00193359375,0.001923828125,0.0019287109375,0.0019384765625,0.0019384765625,0.0019287109375,0.0019287109375,0.0019287109375,0.00193359375,0.0019287109375,0.00193359375,0.00193359375,0.001943359375,0.0019287109375,0.00193359375,0.0019384765625,0.0019287109375
2.56,0.0019873046875,0.0019873046875,0.0019873046875,0.0019921875,0.0019873046875,0.0019921875,0.0019921875,0.0019921875,0.0019873046875,0.0019873046875,0.0019873046875,0.0019921875,0.0019921875,0.0019873046875,0.0019921875,0.0019775390625,0.0019921875,0.0019921875,0.0019970703125,0.0019921875,0.0019921875,0.0019921875,0.0019873046875,0.0019873046875,0.0019921875
2.58,0.0020458984375,0.002041015625,0.0020556640625,0.00205078125,0.002041015625,0.00205078125,0.00205078125,0.00205078125,0.0020458984375,0.00205078125,0.0020458984375,0.00205078125,0.00205078125,0.00205078125,0.00205078125,0.00205078125,0.00205078125,0.0020458984375,0.00205078125,0.00205078125,0.0020458984375,0.0020458984375,0.00205078125,0.0020458984375,0.0020556640625
2.6,0.0021142578125,0.0021044921875,0.002109375,0.002099609375,0.0021142578125,0.002109375,0.0021142578125,0.002109375,0.0021142578125,0.0021044921875,0.002109375,0.0021142578125,0.002109375,0.002109375,0.002109375,0.002109375,0.002109375,0.0021142578125,0.002109375,0.002119140625,0.0021142578125,0.002109375,0.0021044921875,0.0021142578125,0.002109375
2.62,0.0021630859375,0.0021728515625,0.0021728515625,0.00216796875,0.0021728515625,0.0021728515625,0.00216796875,0.00216796875,0.00216796875,0.00216796875,0.002177734375,0.0021728515625,0.002177734375,0.00216796875,0.00216796875,0.00216796875,0.0021630859375,0.0021728515625,0.0021728515625,0.0021630859375,0.0021728515625,0.0021728515625,0.00216796875,0.00216796875,0.0021728515625
