scenario,drawn_gain_error,drawn_offset_A,Vth_single_raw_V,Vth_mean25_raw_V,Vth_single_calibrated_V,Vth_mean25_calibrated_V,clipped_calibration_readings,clipped_sweep_readings
235,-0.00079648703548139,-5.12883939454885e-06,1.20462660747458,1.20513896826225,1.1988288450676,1.199345502478,0,0
236,0.00644511558693341,6.41583725480814e-06,1.19254710751397,1.19299923784869,1.19877882289716,1.19922939199326,0,0
237,-0.00628417804314001,1.15303147691856e-05,1.18455435972533,1.18734735110709,1.19767098859648,1.20045552392633,0,0
238,0.00850805041521242,4.93001199705982e-06,1.19612763621693,1.194885617959,1.20087094055196,1.19963116015247,0,0
239,0.00440914771929992,-1.97717362379646e-05,1.22367629045495,1.22157410332876,1.2030192241866,1.20093099451869,0,0
240,-0.0046001020432597,1.36494515179427e-05,1.18581676991274,1.18474307850805,1.19904692379675,1.19798902409329,0,0
241,-0.00196006593380018,3.04293980671368e-07,1.19969989320177,1.19950401874161,1.19986533244779,1.1996695309356,0,0
242,0.000529290946419188,4.91428898506686e-06,1.19542202978923,1.19464315587496,1.2016941351434,1.20091405169249,0,0
243,-0.00245355173541852,-4.56658822713937e-06,1.20536750284198,1.20500248208064,1.2012196474652,1.20085772970575,0,0
244,-0.00398559941323393,1.22455725512343e-05,1.18895372386122,1.18684066866092,1.20202119139536,1.19991443950205,0,0
245,-0.00643756997373641,1.20553432103688e-05,1.18896797021464,1.18724521915561,1.20189330279554,1.20018699454461,0,0
246,-0.00807225114359563,-5.80065016295636e-06,1.20390201602805,1.20612975842762,1.19574503609655,1.19796265238774,0,0
247,-0.00831602059203324,1.64590591652903e-05,1.18261227933089,1.1818506997137,1.20086563730608,1.20012221132789,0,0
248,0.00282688646209805,6.43059061679578e-06,1.19212616731371,1.19265105566331,1.19838160662495,1.19890521805927,0,0
249,-0.00442176193117438,1.93283291666805e-05,1.17757660448449,1.17870071511206,1.19692819460703,1.19804307921503,0,0
250,0.00439597239607449,1.38474280190955e-05,1.1856115712403,1.18473534044169,1.20072805591957,1.1998322696133,0,0
251,0.00927155714411744,9.57075059472339e-06,1.18739325299268,1.18931795153067,1.19818060785285,1.20010546640092,0,0
252,-0.00112916764597592,7.89997640324028e-06,1.19215481678458,1.19129955577027,1.20174279823534,1.20088144907592,0,0
253,0.00300147569743471,1.91492769825167e-06,1.19531731747819,1.19767270707304,1.19696674176247,1.19931932660609,0,0
254,-0.0088771250884179,1.42875167360623e-06,1.19982551855844,1.19867188813881,1.20249383393967,1.20133938896121,0,0
255,0.00535785835494784,1.91830250386612e-05,1.17908567508187,1.17932004275546,1.19974449066054,1.19995832095435,0,0
256,0.00111347343593955,9.4650043490503e-06,1.19172617425316,1.18997970350718,1.20111875520756,1.19936741158236,0,0
257,0.00238745374356401,1.83984661762405e-05,1.17862992632081,1.17943644143823,1.19867078674085,1.19947820893965,0,0
258,0.00171087187687907,-3.75106503133027e-06,1.20479906649781,1.20407807398426,1.19886024113176,1.1981401941426,0,0
259,0.00568200278766556,-6.24577214835627e-06,1.20858138231795,1.20658497268966,1.20003512893381,1.19803607666517,0,0
260,0.000410446668013296,-8.4243754772314e-06,1.20935687414591,1.20926669396982,1.19927178486174,1.19917903802906,0,0
261,-0.00573557366729834,-1.09481122902553e-05,1.21142214285222,1.21224891385752,1.20011594831851,1.20092544991038,0,0
262,0.00512741106779738,-3.1222160418018e-06,1.20199465300244,1.20329260372019,1.1980478701629,1.19934527249317,0,0
263,-0.00812522133884769,4.4325979567952e-06,1.19602461099859,1.19497952720914,1.2005166536517,1.19947423930222,0,0
264,-0.00179683806801584,-1.01267620066623e-06,1.20027903953201,1.20104034150466,1.19945147494567,1.20021262104722,0,0
265,0.00457858537218981,-7.09993481328636e-06,1.21000976058803,1.20727267598073,1.20178646269175,1.19904045907125,0,0
266,0.00147959934367564,-1.20971014818636e-05,1.21277717814478,1.21317180884764,1.19869995359096,1.19911669758259,0,0
267,0.00749646290266211,-1.67301121114632e-05,1.22153620706686,1.21806931793932,1.20409333430146,1.20062770786309,0,0
268,0.00331338323685651,1.23517978024377e-05,1.18815680355305,1.18679199440999,1.20112021920065,1.199773674011,0,0
269,-0.00930340362562351,-5.74208915476822e-06,1.20470080625299,1.2065901977677,1.19785239282994,1.19974557953309,0,0
270,0.00452086623011043,1.48234936195871e-05,1.18471619799115,1.18460643632864,1.20063656429555,1.20051577048969,0,0
271,-0.00447551424214632,-1.31147665944758e-05,1.21384104288816,1.21446916455754,1.19970050088143,1.20032408126712,0,0
272,-0.00373009353282764,-1.86224379934243e-05,1.22025818906889,1.21998495454357,1.19913143264017,1.19885178076735,0,0
273,0.000444754593240366,-9.63942148793007e-06,1.20989120740759,1.21027372722665,1.19963133877388,1.20001712798677,0,0
274,0.00343319816314685,-1.11172422273875e-05,1.21142645949361,1.2119690375033,1.19871420608105,1.19926580841876,0,0
275,-0.00297485140893446,1.22016151042885e-05,1.18522980437709,1.18717863552385,1.19813690367185,1.20007438898281,0,0
276,0.00906394189853955,1.24103447802285e-05,1.18482618578173,1.18649178305014,1.19855982112834,1.20021731077245,0,0
277,0.00205375135941578,8.18295295454808e-06,1.19024590868929,1.19109454141233,1.19929132003755,1.20015006994196,0,0
278,0.00082956668551752,6.85220230085473e-06,1.19316989636713,1.192577977536,1.20108488261199,1.20049447594761,0,0
279,-0.00629670015482762,1.07994363009197e-05,1.18686464024529,1.18817549065739,1.1986394552648,1.1999575728526,0,0
280,0.00624624761541448,2.38871630064565e-06,1.19739202822533,1.19659745311964,1.19968723912654,1.19889534473448,0,0
281,-0.00828727806653549,1.64244850918739e-05,1.18120221320344,1.18170323170284,1.19714008677911,1.19764467152543,0,0
282,-0.000977979089637115,-1.60972218213606e-06,1.20330651078749,1.20164695420197,1.20049397923872,1.19883565259249,0,0
283,-0.00139425706550572,8.60924391704115e-06,1.19301446428679,1.19084136989622,1.20194392173712,1.19975996706365,0,0
284,0.00927617834123098,1.1522179253684e-05,1.18727667063101,1.18787123348151,1.19888252499868,1.19946637339265,0,0
285,0.00899797673295023,1.96283385216927e-05,1.17854060268901,1.1794290301683,1.19992554672214,1.20080460896133,0,0
286,-0.00175094193065344,8.09963964642185e-06,1.19352657711842,1.191203497708,1.20162248465469,1.19929999497383,0,0
287,0.0076530792160081,-1.60215443408939e-05,1.21969407387859,1.21758397361878,1.2030832912425,1.20097119518187,0,0
288,-0.000836530585829964,-2.3476750399502e-06,1.20134338393051,1.20256611321391,1.19902776782086,1.20025053367057,0,0
289,0.00616561473625214,-5.12777840388946e-06,1.20334667786182,1.20473939051016,1.19579226777641,1.19718118155175,0,0
290,0.00433862916259404,6.57469938442783e-07,1.19716275311815,1.19908230352249,1.19683357409529,1.19875328320874,0,0
291,-0.00568377526867208,4.29004615436116e-06,1.19455836982548,1.19542060236113,1.1993684532626,1.20023538028366,0,0
292,-0.00886257133553291,-1.30669820404393e-05,1.21406675834885,1.21428498016763,1.20170431498105,1.20191510031958,0,0
293,-0.0063234117614899,-4.38874205307864e-06,1.20522798610697,1.20499779984708,1.199408563709,1.19917364381367,0,0
294,-0.00366026864207304,6.45969505665192e-07,1.19788073480884,1.1990575625678,1.19870938028009,1.19988678285447,0,0
295,0.00762656491026975,-1.21090177567101e-05,1.21288587904883,1.21294575380862,1.19938550046219,1.1994721869762,0,0
296,-0.0016328865893605,1.39148721970036e-05,1.18386014680455,1.18464184609939,1.19903995685426,1.1998296912731,0,0
297,0.00166488693761042,1.05278032316212e-05,1.18792143796867,1.18845981170835,1.19877879278368,1.19932357169978,0,0
298,-0.00498582029541351,1.9566093167445e-05,1.17917307950113,1.17862727841915,1.20050726341379,1.19997050901966,0,0
299,-0.00564192520982997,1.85575552282769e-05,1.18284123451811,1.17991838717406,1.201869476408,1.19896141450445,0,0
300,-0.00511160593813013,-1.54427851786575e-05,1.215150043307,1.21674197389323,1.1968267271322,1.19842394261335,0,0
301,0.00475749182742211,1.43584863462374e-05,1.18409102628756,1.1847078560473,1.19952691081719,1.20012676938325,0,0
302,-0.00277735926575581,-1.14250418532542e-05,1.21370929851426,1.21283940315888,1.20093269849227,1.20005383707414,0,0
303,0.00623563313480746,3.46494942297112e-06,1.19514947256148,1.1968748800606,1.1994166072049,1.20114177743384,0,0
304,-0.00576636576770695,9.65028347438714e-07,1.19774241989425,1.1991873018138,1.19890549219982,1.20035032019841,0,0
305,-0.00723227120452952,-3.17889249202142e-06,1.20314459099938,1.20347815987096,1.19915159143388,1.19948223878035,0,0
306,0.00668272841484112,-5.2982504451188e-06,1.20583887621577,1.20593820399317,1.19878068867355,1.19887351020718,0,0
307,0.00817548975175604,-2.84672885151728e-06,1.20143476194335,1.20288129273077,1.19815237654791,1.19960169774254,0,0
308,-0.00309684407295986,-1.3659368220999e-05,1.21354704268359,1.21552577001067,1.19976498296518,1.20173512329169,0,0
309,0.000226250822297163,-8.07543084140208e-06,1.21282980374653,1.20892228357568,1.20357595910271,1.19965713604623,0,0
310,-0.00682470554307511,7.30674159270855e-06,1.1908776919626,1.19192559352598,1.19985545842981,1.20089911537127,0,0
311,0.00752230712830534,1.65516951326022e-05,1.181883578995,1.18254819387796,1.19823330582005,1.19889456629568,0,0
312,0.00324134184775144,1.15655832174269e-05,1.18935602052604,1.18748624498469,1.20118415173003,1.19931699312011,0,0
313,0.000815879184965385,9.21878218843916e-06,1.19019069736083,1.18993467058813,1.19991745716647,1.19965714552672,0,0
314,0.00227188156755221,-1.46121820754488e-05,1.21678776791211,1.21535767342649,1.20110073847019,1.19964971517759,0,0
315,0.00774716275230572,-1.6987319321083e-05,1.21498689306198,1.21825047474033,1.196248346213,1.19949921723822,0,0
316,-0.00645810301644131,1.15019465212289e-05,1.18836197785483,1.18719752048794,1.20047914385448,1.19931319317881,0,0
317,-0.00270365068031204,2.31117377593173e-06,1.19748895282271,1.19741650598526,1.19980285055476,1.19973460069976,0,0
318,-0.00361865043174656,1.04182188592885e-06,1.19747396800178,1.19865808871367,1.19830389725637,1.19948710632507,0,0
319,-0.00390127307206476,6.30514598152836e-06,1.19185863638019,1.19320107661016,1.1978238552378,1.19916537523753,0,0
320,0.00513651228154704,-1.22787070775942e-05,1.21266933690447,1.21345821404619,1.19965214706698,1.20044288492733,0,0
321,-0.00676247206908961,-1.47064182259186e-05,1.21447742710925,1.21567452643049,1.19847101146563,1.19965805083569,0,0
322,-0.0072897774539573,-2.93798886199121e-06,1.2032199430062,1.20363119604908,1.20105440758783,1.20146568826551,0,0
323,-0.00697365974711698,9.79150550451165e-06,1.18955192872172,1.18968592255474,1.20034381905372,1.20047616906609,0,0
324,0.00841952942150426,1.6411249902834e-05,1.1838978029854,1.18257335954691,1.20086946180938,1.19955965817521,0,0
325,-0.00261105386371514,2.75107266277995e-06,1.19461345428241,1.19750146546438,1.19710103104856,1.19998487701399,0,0
326,-0.00123983368771356,-1.09143220822289e-05,1.21169664989793,1.21177315291045,1.1982545443124,1.19834532400676,0,0
327,0.00480843233198212,-1.54760256885679e-05,1.21735922461017,1.216452462381,1.20167394774304,1.20077993791896,0,0
328,-0.00672908400300998,1.14560934453904e-05,1.18515058636058,1.18688061606899,1.1982750874452,1.19999793591997,0,0
329,0.0086578751761102,1.79277142727208e-05,1.18275220716868,1.18105136056501,1.20298706883136,1.20129446072642,0,0
330,-0.00297387159079031,-1.20791544697282e-05,1.21317865211466,1.21324208717431,1.20038144072512,1.20045136581172,0,0
331,-0.00678613291981232,1.92843249304876e-05,1.18127181778208,1.17881675789852,1.20200138517364,1.19954085116366,0,0
332,0.00637173951682093,-1.1909251366338e-05,1.21604925247265,1.21298445835446,1.20386287731108,1.20080687887351,0,0
333,0.00655434906137527,-1.96783907518124e-05,1.22193457953672,1.22128162450563,1.19949938238208,1.19887483803672,0,0
334,0.000552979638833153,1.09578924872967e-05,1.18829634948021,1.18829551855567,1.20099774952649,1.20098616607828,0,0
335,-0.00369679335742501,-1.65137088889786e-05,1.21881471820203,1.21762064873839,1.20134859543855,1.20014955198266,0,0
336,0.00836570490774056,-2.78524739042568e-06,1.20462218250595,1.203015948992,1.20068936368113,1.19908181610355,0,0
337,-0.00456520657102663,-9.375227674888e-06,1.21159144652082,1.2102770788994,1.20096136493423,1.19963575209343,0,0
338,-0.0089759957250247,3.33130627276864e-06,1.19871504233,1.19654616205208,1.20154511140113,1.19937762697913,0,0
339,0.00399102576033519,4.91596074116537e-06,1.19726734797939,1.19470134290317,1.20268793146697,1.20012546565832,0,0
340,-0.00829616912855136,-7.59884369178546e-06,1.20825770765174,1.20833175401106,1.19974908546085,1.19982167270244,0,0
341,0.00178061186162171,-7.21526552460335e-06,1.20671835887541,1.20772188936173,1.19862357846666,1.19962887154973,0,0
342,-0.00927903761485507,-1.80758368611297e-05,1.2203935940938,1.22012905562126,1.20048121412421,1.20021068461494,0,0
343,0.00103061345305018,-1.992457425641e-05,1.22479557018505,1.22131559854807,1.2042233517199,1.20076124305976,0,0
344,0.00438210939053349,1.07367561645938e-05,1.18759102258416,1.18846936888382,1.19892668742116,1.19979602146595,0,0
345,-0.00952721204969735,1.49351643549844e-06,1.19885717532441,1.19868687810897,1.19985701747853,1.19968726036091,0,0
346,-0.00394240606610596,1.58387235479774e-05,1.18337814296845,1.18294283844425,1.20122955985242,1.20080685613222,0,0
347,-0.0062722357201641,1.45572634290117e-05,1.18474657514185,1.18396084075486,1.20099761817519,1.20021581167784,0,0
348,-0.00623389159993571,1.98613682520256e-05,1.17697939698347,1.177944286327,1.1982029832684,1.19914620377009,0,0
349,0.00425375895231513,-1.08298031487983e-06,1.2001099452652,1.20134901245027,1.19829805745081,1.19953956778829,0,0
350,-0.00508569626884545,-1.36092489462397e-05,1.21471489133545,1.21435546329798,1.19923396880392,1.19886954285865,0,0
351,-0.00876674132096414,-1.49765587398804e-05,1.22028956196512,1.21638480322784,1.20491141168785,1.20100008911322,0,0
352,-0.00953597994090082,1.98288138246788e-05,1.1764915733711,1.17794821187712,1.1977824519411,1.19922761972239,0,0
353,0.00867302654067734,1.21192746665128e-05,1.19121371467749,1.18720224465148,1.20444970359339,1.20044466515589,0,0
354,-0.00540021468485815,-1.86632558220537e-05,1.21922239667481,1.22057918580037,1.19888752307202,1.20023579110516,0,0
355,-0.0017481222236047,-5.61865977199774e-07,1.19936277336308,1.20079294754727,1.19820405796442,1.19963443604782,0,0
356,0.00874216768853291,-7.58346912769339e-07,1.20056756426052,1.201027203371,1.20007563809593,1.20053571774245,0,0
357,0.00842688393192024,1.87391014978416e-05,1.17937508453131,1.17981694691666,1.19913415734502,1.19957569922345,0,0
358,-0.00271281652072988,-1.63956837610261e-05,1.21898150342684,1.21758432512208,1.20368629599528,1.20228869003075,0,0
359,-0.00537150864603818,1.15406884128058e-06,1.19850038389431,1.19880268979622,1.20032689305524,1.2006298629503,0,0
360,0.00305877934424503,2.73149059562895e-06,1.19660408790369,1.19649643834192,1.19923840601994,1.19913128882561,0,0
361,-0.000820999891004976,1.36832446975245e-05,1.18170230246525,1.185478730433,1.19637187074089,1.20015719435229,0,0
362,-0.00781350907281768,-1.161867925347e-05,1.21063929994784,1.21304972390196,1.19877927970327,1.20119709697257,0,0
363,-0.00788376483406687,-1.27883828777634e-05,1.21625763836398,1.21404743268853,1.2027377510344,1.20052706375777,0,0
364,0.00263914464773918,-1.28613859609155e-05,1.21787112217744,1.21362079436223,1.20383975791843,1.19957908088282,0,0
365,-0.00717747148123515,-7.75647275008278e-06,1.20865359644211,1.20792964901825,1.19965646292162,1.19892915709875,0,0
366,0.00290728767391153,1.2206488981185e-05,1.18722285464859,1.18621037723547,1.19904928321976,1.19804351631941,0,0
367,0.00480960620620326,-1.75871387637488e-05,1.21813180171944,1.21876431209471,1.20032281369038,1.20093864966754,0,0
368,-0.00419713812633379,-9.55685740910312e-06,1.20827761848981,1.21056549980428,1.19829776928803,1.20059085486858,0,0
369,-0.00804488886802576,-1.22973394474212e-05,1.21128950791563,1.21325447791156,1.19708944841971,1.19906444127145,0,0
370,0.00369573036924612,-8.41382652026581e-06,1.20837860845044,1.20895789736684,1.19896936623396,1.1995576357576,0,0
371,0.00286327395757577,-6.17833685782435e-06,1.20735922460909,1.20657368128808,1.20060065542287,1.199811620777,0,0
372,0.000603902015020776,-1.00233608965994e-05,1.21022206109341,1.21089902664133,1.19962496654449,1.20030982241224,0,0
373,-0.00724381387172761,-1.66578357341183e-05,1.21724670462995,1.2183152095409,1.1998765937089,1.20094454111317,0,0
374,-0.00541661245546977,4.33453350762215e-06,1.19735495308853,1.19572023927005,1.20283089495162,1.20119795706335,0,0
375,-0.00414986415615531,-1.93455770435645e-05,1.21960962475264,1.22098150161211,1.19840921370303,1.19982624137844,0,0
376,-0.00393158017917246,1.1465827536627e-05,1.18900908971301,1.18764884070354,1.20059634449209,1.19923549279769,0,0
377,0.00626508840080209,-3.54498347779689e-06,1.20074733774939,1.20367165059667,1.19663452606214,1.19956321453267,0,0
378,0.00377335609558695,-6.32981043161736e-06,1.20702806832379,1.20698506468965,1.20043911110656,1.2003920913378,0,0
379,0.00842084224555524,-1.20772056452959e-05,1.2148197631203,1.21319243431582,1.2033392066386,1.20169495604475,0,0
380,4.86533750649132e-05,-3.90463344932249e-06,1.2034957834905,1.20412043611355,1.19902972548709,1.19965601721799,0,0
381,0.00492312369264818,-1.49493799844091e-05,1.21300593180508,1.21611481698355,1.19765627294214,1.20077659867733,0,0
382,-0.000630413580454763,-1.0678705692789e-05,1.21113147245889,1.21181065359428,1.20002404450914,1.20071055621253,0,0
383,0.0040760739513718,1.5082472527636e-05,1.18448547913002,1.1837813160947,1.20089506376319,1.20019510457055,0,0
384,0.00241299448218034,-2.38851130273049e-06,1.20256472627953,1.20232984970535,1.19976157223888,1.19952692165119,0,0
385,-0.00458441734391853,-2.22018413029674e-06,1.20319419660419,1.20257843637609,1.20120171310903,1.20058595623472,0,0
386,-0.00673730433436499,-4.17567262635115e-06,1.20234033625746,1.20449539904763,1.19850580952906,1.20066583619128,0,0
387,0.000686838272675407,-6.39968327564056e-07,1.20284849196355,1.20058682135531,1.20235282700412,1.200091316581,0,0
388,0.00697083739357216,-1.6505119611296e-05,1.21748385137534,1.21828151150261,1.20104000720336,1.20182172298806,0,0
389,-0.0031247498143239,8.33800570384153e-07,1.19780585500557,1.19900201589633,1.19846869577792,1.1996648610668,0,0
390,0.00935674886040652,-9.79668372003343e-06,1.21034578474159,1.21018347493023,1.20065758464642,1.20050517440305,0,0
391,-0.00736277168415215,1.79027430072684e-05,1.17963136575404,1.18061819055495,1.19837943695375,1.19937001003087,0,0
392,0.00934600253166324,-1.76277790286038e-05,1.22032160647303,1.21882936191044,1.2014294107909,1.19994273912845,0,0
393,0.00181919271742274,-4.80554979150036e-07,1.19643021483898,1.20012942380184,1.19709036427251,1.20078930462093,0,0
394,0.00163983080620004,-6.55419153688465e-06,1.20525124724036,1.20675508060967,1.1968384747719,1.19833228902685,0,0
395,-0.00881497600429412,-1.55235163866357e-05,1.21748318488629,1.21730387602299,1.19945270814203,1.19925068929593,0,0
396,-0.00870951098276881,-7.13107278795496e-06,1.20918881592971,1.20807172296782,1.20150633784158,1.20039332143918,0,0
397,-0.00799744322175074,-1.17942952997247e-05,1.2131254366782,1.21232505278449,1.19943911315017,1.19864010133471,0,0
398,0.0021616391391669,-1.3652391707302e-05,1.21567071455421,1.21492974352655,1.20097221693028,1.20021627532405,0,0
399,0.00411639769666637,5.2066615576207e-06,1.19543624178238,1.19441412682775,1.20053157531586,1.19950925322283,0,0
400,0.00231530137947151,-8.02846520247263e-06,1.2121195203762,1.20875356294274,1.20369743586652,1.20033319225847,0,0
